Structure,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
45,182.9372133,141.2933767,64.89152667,41.08134457,155.1746556,113.2499999,0.378362869,-3.514356823
46,184.3006767,140.4287567,64.16615667,41.74743625,155.05273,114.9276761,0.37646388,-3.514229628
47,182.1300067,141.3701767,63.81010667,40.42009736,154.9567867,111.5602221,0.380009319,-3.505427337
48,186.45649,139.7729767,64.86431333,43.02862381,155.3341478,118.174185,0.373204329,-3.512961191
49,181.8784367,141.6783167,63.43052333,40.03975214,155.0783567,110.6005845,0.38113473,-3.507992648
50,179.72431,142.0479567,62.40963,38.67469947,154.6067411,107.0942626,0.384551969,-3.504637909
51,183.95094,140.79734,62.90262,40.96473938,155.1818733,112.954975,0.378685385,-3.505550363
52,183.41564,141.0331767,64.56786333,41.29253501,155.1606644,113.7839242,0.377778383,-3.508524496
53,181.8474467,141.4618433,63.35198,40.0889321,154.9237111,110.7168878,0.380890959,-3.507079111
54,182.74647,141.16986,63.43677333,40.52768786,155.02873,111.8375232,0.379766884,-3.506914483
55,178.2801633,142.52643,63.07614,38.15100479,154.4443411,105.7458627,0.385885683,-3.509697044
56,184.7931633,140.1563333,64.14162,41.87880224,155.0352767,115.2583757,0.376094463,-3.514593179
57,184.79319,140.1562733,64.13935667,41.87794679,155.0352456,115.2562139,0.376096762,-3.514592421
58,180.9242567,144.1666767,63.55122333,38.7449039,156.4192033,107.3695927,0.385596322,-3.548225998
59,177.63854,145.45389,63.75859,36.61887553,156.1821067,101.8932392,0.391266632,-3.549417798
60,186.3802133,142.1405767,62.10361333,41.01354435,156.8871222,113.178253,0.379766791,-3.550439347
61,183.0675733,142.82577,62.73768,39.80850728,156.2397044,110.0766653,0.382577153,-3.545547204
62,180.4096933,144.3934333,61.68506333,37.63583353,156.3988533,104.5233327,0.388614558,-3.542004861
63,184.2087567,142.5105933,62.52709,40.2868442,156.4099811,111.3042441,0.381396908,-3.541272567
64,177.5082367,145.1815967,62.63817333,36.445306,155.9571433,101.4345721,0.391599951,-3.543572027
65,176.7364067,145.3614833,61.85624,35.88931812,155.8197911,99.9911102,0.393048342,-3.539675818
66,180.52691,144.0171767,61.34255,37.80063931,156.1870878,104.9363028,0.388022857,-3.536553147
69,192.80905,147.76116,62.26616667,41.4260766,162.7771233,114.5598964,0.382702706,-3.719116033
70,166.69928,131.3720067,30.93796667,24.5408314,143.1477644,69.64271358,0.418915123,-3.105222503
71,170.8894067,129.6808867,42.30266,30.80605811,143.41706,86.24315004,0.399775812,-3.165912636
72,164.69324,133.2935933,40.48178333,27.35142298,143.7601422,77.16079933,0.410544515,-3.168165138
73,166.0583333,131.62332,31.58972,23.41451425,143.1016578,66.61056809,0.422420456,-3.225105961
74,156.85649,135.4196,22.37939667,16.22365294,142.56523,46.89221058,0.445180403,-3.227075516
75,156.8610233,135.42598,22.38213333,16.22380595,142.5709944,46.89270598,0.445182041,-3.227073829
76,163.40371,132.1674167,32.14520667,23.15258889,142.5795144,65.89121367,0.422977231,-3.223055572
77,160.8953767,133.1534567,27.31473667,20.39979247,142.4007633,58.410171,0.431636402,-3.227954706
78,169.3151767,133.64019,37.4274,27.16471435,145.5318522,76.72063126,0.412137641,-3.279299598
79,163.6800833,136.8892467,29.91949,21.56162544,145.8195256,61.64642382,0.429540273,-3.281064168
80,169.3126167,133.6397633,37.42479333,27.16273227,145.5307144,76.71532608,0.41214303,-3.279299531
81,165.6676833,133.9048567,29.17827333,21.96015124,144.4924656,62.70384975,0.427673449,-3.273306349
82,168.2612967,133.5715967,33.10146,24.95581447,145.13483,70.80893095,0.418686035,-3.278713929
83,168.26484,133.5748767,33.10448,24.95695878,145.1381978,70.81209085,0.418684293,-3.278718796
84,167.9954733,133.2897933,33.05422333,25.39335713,144.8583533,71.97441795,0.417189889,-3.280042089
85,166.8826567,135.85883,36.64882,25.09577552,146.2001056,71.21268828,0.418818243,-3.289906794
86,177.3541733,134.6660133,52.29117333,36.47397875,148.8954,101.1616252,0.386764327,-3.335448955
87,176.38968,134.5420367,44.11452333,29.0865522,148.4912511,81.91137414,0.408062626,-3.335877672
88,177.3785667,134.58518,50.34779667,35.49496899,148.8496422,98.64396446,0.389548537,-3.338060704
89,177.35546,134.66413,52.29205667,36.47540835,148.8945733,101.1652485,0.386759642,-3.335450642
90,178.4891867,134.0477833,50.88366667,36.32345849,148.8615844,100.7738263,0.387172787,-3.336914893
91,177.86661,133.9257733,46.05975333,30.3528181,148.5727189,85.25284789,0.404364623,-3.339443469
92,172.3878867,136.75412,46.2283,30.58324036,148.6320422,85.86068586,0.403721202,-3.336247009
93,179.6859567,133.6162833,51.52453,37.08276496,148.9728411,102.7247755,0.385074381,-3.33583325
94,177.5100733,134.4424633,50.7816,35.83172013,148.7983333,99.50776289,0.388542924,-3.336920453
95,178.18068,134.4068567,52.51059667,36.82750623,148.9981311,102.0728215,0.385823152,-3.342671238
96,175.9957967,147.20648,64.73407,35.65650177,156.8029189,99.43261497,0.394312538,-3.585568463
97,180.8586833,145.1904333,62.47411,37.87904208,157.07985,105.1823859,0.388398177,-3.568961469
98,181.2348733,145.92859,63.11001,37.94115982,157.6973511,105.3727668,0.388633971,-3.584828523
99,183.8080133,144.9515433,64.25045333,39.80888226,157.9037,110.168504,0.383717625,-3.586132786
100,180.3950033,145.24875,63.06508,37.88876411,156.9641678,105.201603,0.388295521,-3.572721451
101,176.6954333,146.8582367,62.33235333,35.35613182,156.8039689,98.65359682,0.395141263,-3.574880152
102,181.10279,146.2676367,62.35619667,37.24027617,157.8793544,103.5769825,0.390658088,-3.580920126
104,186.73075,143.7040033,62.43131,40.59198695,158.0462522,112.1726327,0.381709066,-3.584724588
105,178.0395333,147.5548633,61.79399,35.45397408,157.71642,98.94759103,0.395437234,-3.575272125
106,179.81755,147.3392067,62.33202333,36.53115535,158.1653211,101.7590953,0.392771379,-3.609287792
107,181.9543533,146.2547867,62.65923667,37.99099545,158.1546422,105.5235657,0.388797062,-3.609375477
108,182.35848,146.60165,61.07842667,37.30738235,158.5205933,103.7806509,0.390886258,-3.614783109
109,179.9838067,146.6777767,63.53858667,37.33177523,157.7797867,103.8080912,0.390344962,-3.610537248
110,179.7675367,147.44892,63.75633,36.88749411,158.2217922,102.6827369,0.391836711,-3.619811793
111,179.5217467,147.6313367,62.94752667,36.50168116,158.2614733,101.6872714,0.392912165,-3.613141488
112,181.9195067,146.5089467,63.02378333,38.01310712,158.3124667,105.5882352,0.38883984,-3.610995511
113,179.0490633,147.6251133,64.38599333,36.82471309,158.0997633,102.5148604,0.391930198,-3.618732973
114,185.5797167,148.5898033,63.12493667,38.66432338,160.9197744,107.3919223,0.388772814,-3.649929428
115,182.97182,147.1496,63.53931333,38.27992381,159.09034,106.3128591,0.388624225,-3.653750961
116,183.2931267,147.5262567,63.14451333,38.20838901,159.4485467,106.1465903,0.389048231,-3.650557333
117,183.2918767,147.5271133,63.14256,38.20680455,159.4487011,106.1425217,0.389052591,-3.65055997
118,184.9189067,147.7835333,63.07766,38.69110562,160.1619911,107.4230795,0.388214136,-3.650082398
119,185.0706167,147.36474,62.96641667,38.91745269,159.9333656,107.9928619,0.387460567,-3.682821766
120,186.20624,147.26217,63.66607,39.67786024,160.2435267,109.9580212,0.385634464,-3.684787662
1,312.6168933,210.4103967,69.45896667,61.41549847,244.4792289,170.0104194,0.384100297,-5.513197394
2,272.45212,159.87074,127.1624867,91.69055031,197.3978667,238.1919089,0.29889017,-4.943165533
3,273.9114233,162.1758133,123.24069,89.7060159,199.4210167,234.027069,0.304411229,-4.999514201
4,270.2720067,161.75663,120.65069,87.48099807,197.9284222,228.7428446,0.307385887,-4.986860075
5,276.48354,163.8650033,118.3291933,87.54288647,201.4045156,229.3925812,0.310172593,-5.033776645
6,271.3054933,165.31493,115.6315833,84.48921661,200.6451178,222.2693447,0.315371083,-5.041141078
7,274.5463633,163.3774033,118.6053333,87.48056287,200.4337233,229.1095813,0.309488495,-5.049398195
8,272.6501767,165.07803,116.8223733,85.55746005,200.9354122,224.7702955,0.313563396,-5.056637632
9,269.92472,164.8893,116.2969933,84.42906333,199.9011067,222.028912,0.314884373,-5.032100294
10,274.5918767,167.87741,115.2561033,84.56898141,203.4488989,222.831633,0.317454871,-5.114570424
11,272.57181,168.1778667,113.10076,82.84754211,202.9758478,218.776961,0.32035879,-5.097086515
12,271.07571,166.46253,116.5454533,84.31787,201.33359,221.9672203,0.316252535,-5.101721932
13,277.08098,168.42234,112.95781,83.97399314,204.6418867,221.6097498,0.319514182,-5.083685507
14,277.0626367,168.4207433,112.95146,83.96584738,204.6347078,221.5899039,0.319524014,-5.083722321
15,274.6186433,167.917,115.2573633,84.56567372,203.4842144,222.8286843,0.317488968,-5.114570415
16,271.94409,168.2479267,113.2505567,82.74662216,202.8133144,218.5213918,0.320424847,-5.09741231
17,274.63068,167.9277067,115.25659,84.5658776,203.4953644,222.8306418,0.317497365,-5.114570414
18,278.0667567,171.6246733,111.8699233,82.93840879,207.1053678,219.5128384,0.323348504,-5.146218239
19,277.0670267,170.27045,111.84088,83.08826039,205.8693089,219.7070678,0.322130628,-5.158269994
20,278.5581,171.5351867,113.03646,83.66583835,207.2094911,221.2228278,0.322061861,-5.143980539
21,277.20843,172.4099733,112.31706,82.64116283,207.3427922,218.8478946,0.324085281,-5.16070349
22,279.1536533,170.9461533,113.3199533,83.9917869,207.01532,221.9573072,0.321303638,-5.135381128
23,277.3569333,171.50535,111.54886,82.63458897,206.7892111,218.7638507,0.323682089,-5.140077341
24,276.5435833,173.2291233,110.7064,81.11523034,207.6672767,215.3119408,0.327197987,-5.125268831
25,276.95802,172.7664867,111.5673833,82.05277561,207.4969978,217.4901662,0.325306576,-5.129733306
26,275.8414867,171.99774,109.9656933,81.20893536,206.6123222,215.405154,0.326240475,-5.134487773
27,276.0230467,171.4137767,112.0958767,82.38095713,206.2835333,218.1084304,0.323779414,-5.133522659
28,282.8914833,173.23139,111.60302,83.75362995,209.7847544,221.7506127,0.323826877,-5.194794134
29,281.19371,175.39342,110.0808333,81.91776259,210.6601833,217.5538102,0.327879347,-5.174318221
30,278.0395633,176.4686067,106.3355367,78.96798128,210.3255922,210.5528426,0.333153255,-5.180889847
31,281.7119767,174.6409567,109.5283233,82.16756346,210.3312967,218.1016525,0.327176098,-5.184849841
32,280.4031733,175.6885733,108.5321667,80.95851048,210.59344,215.2878087,0.329618143,-5.195807529
33,283.5965333,176.1758033,109.84355,82.41671116,211.9827133,218.883569,0.32790769,-5.187474738
34,283.7927267,173.7893467,111.18676,83.65452093,210.45714,221.6020594,0.324507372,-5.201546622
35,279.2674567,176.02836,107.7554833,80.04802296,210.4413922,213.1215651,0.331210674,-5.172800265
36,283.0197567,175.6910167,111.12576,82.78631167,211.4672633,219.6904167,0.326852304,-5.176122646
37,283.68859,174.8100167,110.9613333,83.35937735,211.1028744,220.9902457,0.325527209,-5.18980416
38,281.8112067,175.1427133,109.61662,82.0107575,210.6988778,217.7770082,0.327734403,-5.194060552
39,283.7430067,175.2379167,110.68833,82.92578757,211.40628,220.0104196,0.326550076,-5.210001341
40,291.64024,174.5959633,111.6814433,85.74820424,213.6107222,226.8855988,0.322975803,-5.240612231
41,287.44829,177.3129967,111.0910433,83.31755292,214.0247611,221.2434249,0.327711971,-5.218315506
42,282.90902,175.3909833,112.3569767,83.50892932,211.2303289,221.3560876,0.325343825,-5.242266548
43,285.3897033,176.38368,109.9901567,82.83222662,212.7190211,219.9476659,0.327669646,-5.230786737
44,286.54137,178.7870033,108.3673767,81.84310796,214.7051256,217.8488389,0.330892999,-5.238920831
45,285.0261267,178.1045167,110.7501933,82.61789949,213.7450533,219.564598,0.328795572,-5.239956774
46,280.8093867,180.1094867,105.2369833,78.20634413,213.67612,209.1076149,0.336896752,-5.224468852
47,282.8950533,179.43493,107.2425333,79.97136932,213.9216378,213.3306312,0.333793787,-5.228315069
48,283.6860567,178.6232967,109.4641667,81.51444552,213.6442167,216.9512615,0.330753464,-5.227565494
49,287.5197333,177.6982933,110.7742667,83.50416115,214.30544,221.71534,0.327570608,-5.239659464
50,288.8661433,177.2831833,109.51662,83.22613054,214.4775033,221.0820669,0.328201044,-5.230916514
51,283.5177933,178.80794,107.42725,80.19538077,213.7112244,213.8384365,0.333234125,-5.23572589
52,286.7183267,179.25361,108.10699,81.39590532,215.0751822,216.8338852,0.331970474,-5.243106783
53,286.726,179.0309267,107.4534033,81.08458412,214.9292844,216.0807557,0.332440426,-5.240863297
54,294.9157133,179.5800533,110.3851667,84.74487295,218.0252733,225.0731719,0.327945656,-5.271718376
55,288.5822,181.23279,106.8516533,80.7505421,217.0159267,215.5202858,0.334481975,-5.281403551
56,286.30321,182.64947,104.73662,78.9248538,217.2007167,211.1938538,0.337942636,-5.27435252
57,292.02574,179.3656967,107.9095033,82.952433,216.9190444,220.7217541,0.330411575,-5.272046096
58,287.9987867,181.13591,109.3411667,81.68062985,216.7568689,217.6969315,0.332610509,-5.283222116
59,287.9409233,181.4061667,109.8752467,81.86273551,216.9177522,218.1461051,0.33238954,-5.278878382
60,284.9111767,179.31535,108.4135867,81.02855561,214.5139589,215.901449,0.332255323,-5.287170977
61,288.2694567,181.5457233,108.1754933,81.32780907,217.1203011,216.9014793,0.333501306,-5.278942056
62,292.0065633,180.1202033,107.0575833,82.13193068,217.4156567,218.839224,0.332242054,-5.266350426
63,285.5917733,182.80887,105.12404,78.85703963,217.0698378,211.0182456,0.337979758,-5.266784137
64,295.03588,179.8195033,110.05284,84.33874972,218.2249622,224.1411742,0.328814898,-5.262125771
65,288.2484567,181.76323,105.44442,80.1052618,217.2583056,214.0129021,0.335822999,-5.25658356
66,289.5593267,181.6043333,105.01766,80.04061242,217.5893311,213.8946631,0.336163334,-5.256571762
67,288.90939,182.7516367,104.1181033,79.4190697,218.1375544,212.4717803,0.337662233,-5.278832317
68,295.0286867,179.8106867,110.05169,84.33890839,218.2166867,224.1405777,0.328808862,-5.262117947
69,287.03485,181.94022,107.217,80.33876811,216.9717633,214.5371993,0.335203442,-5.265891786
70,294.0894733,184.5915,105.7079867,81.14355233,221.0908244,216.8959942,0.336495556,-5.319274734
71,287.0368233,185.4447933,102.7721733,77.34002851,219.3088033,207.6147284,0.342220402,-5.312852381
72,295.7902433,182.30666,106.8755267,82.8290947,220.1345211,220.7947755,0.332833446,-5.313455779
73,287.9836167,185.8372967,104.6369133,78.37760607,219.88607,210.1622856,0.340703653,-5.316346017
74,287.9539633,185.7831767,101.2545067,76.9249366,219.8401056,206.6693688,0.343318421,-5.296817618
75,297.06821,183.74327,106.0523667,82.44207868,221.51825,220.0301509,0.334452954,-5.302375341
76,292.2133,185.12271,104.4857133,79.84464003,220.8195733,213.7688479,0.338654967,-5.306718914
77,290.0743567,185.5093567,106.3808267,79.93046514,220.3643567,213.926309,0.338202578,-5.31568693
78,294.0992267,184.5973567,106.0972767,81.18758347,221.09798,217.0016196,0.336421226,-5.313994402
79,288.3865367,184.5484067,103.66834,78.12914485,219.1611167,209.4932274,0.340685527,-5.318941453
80,285.2215533,185.5008967,102.7053233,76.72702752,218.7411156,206.0851671,0.342976352,-5.310311473
81,287.6374067,184.9519633,101.93868,77.37142267,219.1804444,207.6773386,0.342080392,-5.301061435
82,288.2308767,185.8328133,102.9569533,77.75146915,219.9655011,208.6683264,0.341893141,-5.30637968
83,297.7485033,182.2192567,110.5401633,85.02583617,220.7290056,226.052073,0.329314025,-5.322736923
84,301.3351567,185.70332,110.4505933,85.01045691,224.2472656,226.4199964,0.331718501,-5.360142619
85,291.8024633,188.3851367,103.72488,78.39268654,222.8575789,210.4965425,0.34257768,-5.349535762
86,291.9244633,188.2497933,103.9433033,78.53713261,222.8080167,210.8387001,0.342286719,-5.354346379
87,293.0273233,188.01434,101.27959,77.70618051,223.0186678,208.8608168,0.343913801,-5.353844632
88,295.4651033,187.9638533,102.1844867,78.70880082,223.7976033,211.349458,0.342603723,-5.348777544
89,292.65171,188.5780533,102.9705033,78.18703297,223.2692722,210.0426996,0.343206742,-5.343901462
90,289.7403,189.70481,102.85033,76.93643733,223.0499733,207.008252,0.345319976,-5.35001542
91,298.56408,187.4511367,104.2555767,80.92403869,224.4887844,216.7297641,0.339093844,-5.339347835
92,294.40584,187.86785,103.45325,79.23733647,223.3805133,212.5769715,0.341393975,-5.332583191
93,294.3567333,187.7549133,103.8590467,79.34704465,223.2888533,212.8308863,0.341139341,-5.353518409
94,298.2265367,187.7616367,103.8426167,80.50940898,224.58327,215.7475745,0.339890438,-5.355465234
95,299.5475933,185.8554967,103.5716333,81.17509331,223.7528622,217.2529481,0.338174921,-5.363846675
96,298.2524367,191.6625067,102.48968,78.80814814,227.1924833,211.9208601,0.344536479,-5.381340557
97,292.9850533,191.996,96.70304333,74.40884932,225.6590178,201.1206893,0.35145679,-5.383240691
98,294.0796133,192.2512333,100.3888267,76.38679269,226.1940267,205.9742217,0.348231903,-5.381499889
99,304.89747,190.20272,104.33999,81.93575425,228.4343033,219.5567563,0.33981043,-5.398558346
100,299.53748,191.7110567,101.45865,78.68705344,227.6531978,211.673267,0.345032364,-5.380093404
101,298.4944133,191.7017933,102.4241867,78.77954012,227.2993333,211.8622202,0.344652558,-5.384924969
102,298.1166667,191.47625,102.7200233,78.89869522,227.0230556,212.1226619,0.344272306,-5.390011031
103,293.1403633,192.3073067,98.23479333,75.10670633,225.9183256,202.8418173,0.35035756,-5.379565766
104,295.6694333,191.4888633,99.07258,76.43484155,226.21572,206.0926682,0.348159191,-5.392475227
105,292.75892,192.3978333,98.81337333,74.78588794,225.8515289,202.0555444,0.350893531,-5.391932219
106,295.4120667,195.3453767,97.33702,74.46281529,228.70094,201.5177068,0.353143216,-5.416244463
107,303.5741267,193.93438,95.52258,76.41062429,230.4809622,206.420555,0.350732028,-5.429034773
108,296.5991433,195.2197033,96.96190333,74.56194647,229.01285,201.7866263,0.353147523,-5.422129327
109,300.5508233,195.06825,99.17357333,76.92532811,230.2291078,207.6490618,0.349679403,-5.424681136
110,304.9680867,194.8887533,98.86585,78.0960542,231.5818644,210.6132208,0.348424213,-5.417104983
111,299.1535067,195.7711433,96.30617333,75.00116979,230.2319311,202.964077,0.353072743,-5.416793061
112,296.6217633,195.2370167,96.95843667,74.56174137,229.0319322,201.7877715,0.353158924,-5.422129941
113,300.3673,194.8088533,101.2370333,77.84091837,229.9950022,209.8486056,0.347932489,-5.429821214
114,299.8692833,199.1562467,92.64376,72.45283985,232.7272589,196.9230996,0.358974334,-5.449200393
115,305.4612933,199.3574867,92.4487,73.84981213,234.7254222,200.5200844,0.357620816,-5.458673736
116,311.2938867,199.4409333,93.62546,76.14054529,236.7252511,206.3031221,0.354752066,-5.468744352
117,303.0975133,199.5859833,92.79876333,73.3679416,234.0898267,199.2840911,0.358114231,-5.453706139
118,304.0186033,199.6450033,93.98212,74.10802419,234.4362033,201.1308063,0.357010988,-5.452970633
119,301.8306433,205.1686133,85.07536,67.60335927,237.38929,185.227174,0.369955398,-5.483182103
120,305.2494733,206.0435367,88.13428,69.8023368,239.1121822,190.8370998,0.366982171,-5.487316428
1,308.8773567,210.4607,80.86279333,66.24352733,243.2662522,182.1929998,0.375175863,-5.440239464
2,182.26731,130.0964,84.05982,52.65802774,147.4867033,141.1728331,0.340468293,-3.657547148
3,207.4162467,128.1518767,88.65624,64.14539242,154.5733333,169.0516283,0.317722302,-3.817322446
4,198.1770933,131.47517,89.97988,58.9582109,153.7091444,156.8236815,0.329956244,-3.804221248
5,202.01361,139.86932,82.52774667,55.66698094,160.5840833,149.7026443,0.344626938,-3.965676143
6,203.21679,137.0062033,85.45268667,55.22866328,159.0763989,148.5003749,0.344413988,-3.949572591
7,194.96431,142.1277567,83.62100667,51.61078961,159.7399411,139.7785633,0.354160287,-3.962878854
8,197.8667733,139.92646,80.05669333,52.38852201,159.2398978,141.6335077,0.351760866,-3.94971796
9,197.93193,139.98875,80.05723667,52.38918163,159.3031433,141.6406721,0.351812223,-3.949710494
10,204.7706267,145.89491,80.40149,53.54049086,165.5201489,144.988428,0.354007272,-4.093224842
11,198.0859,148.82281,74.51977667,47.10562211,165.24384,129.0538534,0.369834933,-4.087555473
12,205.3572,146.9724467,79.92908,52.17595176,166.4340311,141.7185807,0.35808333,-4.108078249
13,208.4859,145.38474,82.92177667,55.0238686,166.41846,148.6847785,0.351093464,-4.108944272
15,199.2541867,148.6036233,77.41994,48.84944737,165.4871444,133.4204076,0.365628628,-4.094232423
16,210.1989533,144.8931367,78.30175667,54.94552251,166.6617422,148.5155557,0.351480056,-4.122598361
17,201.3661867,147.7290333,74.31485667,49.19064526,165.6080844,134.277136,0.364864552,-4.0963096
18,216.57793,149.41189,91.04104333,58.68150518,171.80057,158.049638,0.346673347,-4.223069493
19,214.69702,150.6595833,83.21848,56.45353302,172.0053956,152.6592717,0.352078989,-4.234485573
20,210.02308,152.3423833,78.6345,51.80758787,171.5692822,141.2094201,0.362825658,-4.224876087
21,214.6035267,151.9894333,81.27077,52.76850419,172.8607978,143.6848213,0.361463845,-4.251972829
22,210.2298433,151.8331733,80.04794333,52.96246598,171.29873,144.0423068,0.35985272,-4.225587701
23,208.0288733,152.6391133,77.04673333,50.97543296,171.1023667,139.1114387,0.364494921,-4.231827731
24,211.0300167,152.2839733,80.11874667,52.63942203,171.8659878,143.2892986,0.361045515,-4.234727556
25,211.9059433,150.9022733,84.68387667,54.46518585,171.23683,147.7324981,0.356210355,-4.218964631
26,214.5826,151.4329233,80.33150333,54.32184931,172.4828156,147.4827745,0.357490369,-4.245510932
27,210.1279033,152.1852133,75.94548333,51.54154593,171.4994433,140.5450769,0.36341542,-4.235432732
28,218.371,159.5028533,78.95680333,52.38685975,179.1255689,143.2004947,0.366759674,-4.372567796
29,216.8942367,158.65952,74.15310333,50.94453246,178.0710922,139.5277232,0.369408222,-4.372542549
30,213.25922,160.4455633,76.18901,47.84018303,178.0501156,131.7230215,0.376698553,-4.361719979
31,217.2102567,159.1327033,77.11196667,51.80567076,178.4918878,141.7072584,0.367680954,-4.371330036
32,216.48683,157.6110867,79.36022333,51.98526186,177.2363344,142.0659757,0.366406272,-4.357105598
33,216.4588467,158.9733033,79.17036667,51.9835543,178.1351511,142.1255917,0.367024568,-4.369177472
34,214.49658,159.7730733,76.21653333,50.25147201,178.0142422,137.7889761,0.370994427,-4.371411294
35,220.24802,156.4605733,87.49464667,57.76184205,177.7230556,156.3473539,0.353379224,-4.357021981
36,216.4600467,157.58255,79.35891333,51.98484468,177.2083822,142.0629415,0.366388053,-4.357105628
37,218.2960533,158.6119633,80.42365333,52.80308937,178.50666,144.1917418,0.365372211,-4.370924595
38,217.8500367,159.03581,77.56755,51.80302808,178.6405522,141.7110699,0.367787513,-4.367420368
39,217.1190267,156.86924,81.81452,54.22726314,176.9525022,147.6039944,0.360975881,-4.353572923
40,226.9071267,161.6976733,80.43135667,55.25139283,183.4341578,150.6305871,0.36313837,-4.486953527
41,227.07259,161.8589467,80.4273,55.2500904,183.5968278,150.6395379,0.363251506,-4.486953396
42,225.4821133,163.84535,78.60608667,53.11773545,184.3909378,145.3921089,0.368583465,-4.489994913
43,222.3514333,164.3279333,75.42100333,51.13890272,183.6691,140.3873773,0.372608423,-4.485452719
44,225.9928333,164.10972,79.85937,53.79473699,184.7374244,147.1053934,0.367284251,-4.493535559
45,236.0641767,159.1358767,85.75309667,60.75786944,184.7786433,164.2689461,0.351832673,-4.493291515
46,223.0703,163.6468567,78.0897,52.23837693,183.4546711,143.1298145,0.369968047,-4.485016106
47,223.3931,163.1434567,78.35497667,52.999875,183.2266711,145.0171437,0.368089488,-4.484763431
48,223.8614067,163.5195867,75.55881,52.05549219,183.6335267,142.6840304,0.370499292,-4.489038053
49,229.2331367,164.5169167,77.82526667,54.50665452,186.08899,148.9747452,0.366573921,-4.504868936
50,226.05234,165.5828667,77.52654667,53.00987334,185.7393578,145.2148807,0.369696545,-4.500049822
51,226.0936333,163.24607,79.74321667,54.19946982,184.1952578,148.0747412,0.36601651,-4.493815454
52,223.3510833,163.09898,78.35326333,53.00015648,183.1830144,145.0148069,0.368060177,-4.484764632
53,224.97688,165.13532,79.50179333,52.58893255,185.0825067,144.1170939,0.370222659,-4.492724412
54,236.61442,169.4777033,79.16137,55.99198146,191.8566089,153.0838058,0.367015435,-4.622176543
55,233.8359,171.51938,78.59697333,54.0080664,192.2915533,148.1537708,0.371589289,-4.621924938
56,236.17638,169.9570067,80.14300667,56.05192595,192.0301311,153.2454405,0.366995317,-4.621731298
57,240.4494433,169.6511133,83.51638333,58.92091854,193.2505567,160.4554581,0.36161708,-4.634563882
58,245.4056967,163.50796,89.11882667,64.26994452,190.8072056,173.346913,0.348584585,-4.609470073
59,241.6978367,167.68081,86.23290333,61.28180193,192.3531522,166.195947,0.355997554,-4.628868636
60,233.16009,170.96985,77.97811667,53.89065438,191.69993,147.8202298,0.371482974,-4.619404274
61,235.4393833,168.6213033,81.10738667,56.55429955,190.8939967,154.4139905,0.365183476,-4.613074559
62,232.7329167,168.61763,79.86324333,55.2555174,189.9893922,151.116569,0.367434205,-4.613807266
63,233.1022933,170.9131133,77.97707667,53.88958255,191.64284,147.8137691,0.371450307,-4.619420703
65,237.1255167,170.3311,81.46501333,56.79562004,192.5959056,155.1371257,0.365749028,-4.628637873
66,235.0268667,169.4023933,80.27947,55.15687607,191.2772178,150.9602794,0.368462921,-4.613039906
67,234.51161,169.0146,84.41916,57.74061297,190.8469367,157.3528401,0.362583734,-4.607577251
68,233.4011267,168.3356767,79.37148667,55.25893839,190.02416,151.1275419,0.367448836,-4.603963286
69,236.0004833,169.8428667,80.52812,56.22106035,191.8954056,153.6571458,0.366544359,-4.621712075
70,251.3670367,173.3066033,86.68795333,62.82261294,199.3267478,170.550177,0.357394806,-4.749834369
71,251.82949,171.50303,89.88627,64.54956386,198.2785167,174.6917295,0.353159643,-4.738613309
72,249.02112,175.4645833,82.21801,59.43265193,199.9834289,162.2272938,0.364799386,-4.750401619
73,246.8365933,175.93636,82.33761667,58.66872695,199.5697711,160.2982351,0.366130164,-4.747302528
74,243.4538433,177.0240267,81.08187333,56.62284955,199.1672989,155.1642567,0.370155846,-4.746840951
75,248.9838133,172.6268033,85.05349,61.61038774,198.07914,167.4681112,0.359089898,-4.740552989
76,248.42947,175.31946,81.61582667,59.03500627,199.6894633,161.2178559,0.365442862,-4.74654293
77,243.45569,177.24648,78.96414,55.34127132,199.3162167,151.9596617,0.372932515,-4.739744515
78,246.23242,175.87164,81.16861,57.89115444,199.3252333,158.3438927,0.367600061,-4.748808376
79,251.0359333,171.6700267,91.43792667,64.98449264,198.1253289,175.739477,0.352164723,-4.734745224
80,243.2869433,176.1283767,80.11299333,56.4362729,198.5145656,154.6532171,0.37015796,-4.741252951
81,249.1113233,175.6241667,83.17163333,59.76868852,200.1198856,163.0715129,0.364188482,-4.751371921
82,246.3617333,174.8066833,83.39984667,59.3650662,198.6583667,161.9621523,0.364120034,-4.740063456
83,249.5695033,172.0624733,90.26102667,64.19706675,197.89815,173.7981473,0.353629971,-4.737072353
84,253.1743133,182.5696133,81.84607667,58.31616437,206.1045133,159.8703418,0.370720653,-4.861891571
85,257.68512,180.2561367,89.50910333,63.86244668,206.0657978,173.6486849,0.359552396,-4.864856998
86,255.80326,182.3610333,81.74829,59.23142543,206.8417756,162.210671,0.369295689,-4.867371394
87,260.1534367,177.6437933,88.62796333,64.46550309,205.1470078,175.0595721,0.357777134,-4.859657146
88,257.77192,180.3356633,89.51184667,63.86556476,206.1477489,173.6628337,0.35959679,-4.8648657
89,251.88842,183.4070767,83.38987333,58.14652412,206.2341911,159.4538764,0.371138506,-4.860253666
90,260.2176033,177.7054,88.61867333,64.46298241,205.2094678,175.0584279,0.357821352,-4.859661912
